i,t,m,Males 00-00,Females 00-00,Males 01-04,Females 01-04,Males 05-09,Females 05-09,Males 10-14,Females 10-14,Males 15-19,Females 15-19,Males 20-29,Females 20-29,Males 30-49,Females 30-49,Males 50-59,Females 50-59,Males 60-99,Females 60-99,log HSize
23910,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
23911,2018,Togo,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
23912,2018,Togo,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1.3862943611198906
24001,2018,Togo,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
24002,2018,Togo,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1.6094379124341003
24003,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
24005,2018,Togo,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24006,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24008,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1.3862943611198906
24009,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24010,2018,Togo,0,0,0,1,0,0,0,1,2,0,0,1,3,1,0,1,1,1,2.4849066497880004
24011,2018,Togo,0,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,1.791759469228055
24012,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24014,2018,Togo,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0986122886681098
24015,2018,Togo,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0986122886681098
24101,2018,Togo,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
24102,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
24103,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0986122886681098
24104,2018,Togo,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
24105,2018,Togo,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1.791759469228055
24106,2018,Togo,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24107,2018,Togo,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24108,2018,Togo,0,0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24109,2018,Togo,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0986122886681098
24110,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
24111,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
24112,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,1.3862943611198906
24201,2018,Togo,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
24202,2018,Togo,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
24203,2018,Togo,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1.6094379124341003
24204,2018,Togo,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,0,0,0,1.9459101490553132
24205,2018,Togo,0,0,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.791759469228055
24206,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24207,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
24208,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
24209,2018,Togo,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
24210,2018,Togo,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1.6094379124341003
24211,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
24212,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
24301,2018,Togo,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1.791759469228055
24302,2018,Togo,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,1.9459101490553132
24303,2018,Togo,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
24304,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
24305,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
24306,2018,Togo,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
24307,2018,Togo,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1.6094379124341003
24309,2018,Togo,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,0,0,0,2.0794415416798357
24310,2018,Togo,0,0,0,2,0,4,1,2,0,0,0,3,1,0,0,0,0,0,2.5649493574615367
24311,2018,Togo,0,0,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1.9459101490553132
24401,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24402,2018,Togo,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24403,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1.0986122886681098
24404,2018,Togo,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
24406,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
24407,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6931471805599453
24408,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
24409,2018,Togo,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1.6094379124341003
24410,2018,Togo,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24411,2018,Togo,0,1,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,1.791759469228055
24412,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.6931471805599453
24415,2018,Togo,0,0,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6094379124341003
24501,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
24503,2018,Togo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6931471805599453
24504,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1.0986122886681098
24505,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1.3862943611198906
24506,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
24507,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24508,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471805599453
24509,2018,Togo,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1.9459101490553132
24510,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1.3862943611198906
24511,2018,Togo,0,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,1.6094379124341003
24512,2018,Togo,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
24601,2018,Togo,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
24602,2018,Togo,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1.0986122886681098
24603,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
24604,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.6931471805599453
24605,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1.6094379124341003
24606,2018,Togo,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1.0986122886681098
24607,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
24608,2018,Togo,1,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.791759469228055
24609,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.6931471805599453
24610,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
24611,2018,Togo,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1.6094379124341003
24612,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.0986122886681098
24701,2018,Togo,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1.0986122886681098
24702,2018,Togo,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1.9459101490553132
24703,2018,Togo,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,1,0,0,2.0794415416798357
24704,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
24705,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
24706,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.6931471805599453
24707,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
24708,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
24709,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
24710,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
24711,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471805599453
24712,2018,Togo,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
24801,2018,Togo,0,0,0,0,0,1,1,2,0,0,0,0,1,1,0,0,0,0,1.791759469228055
24802,2018,Togo,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.791759469228055
24803,2018,Togo,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
24804,2018,Togo,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1.9459101490553132
24805,2018,Togo,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0986122886681098
24806,2018,Togo,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1.791759469228055
24807,2018,Togo,1,0,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
24808,2018,Togo,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
24809,2018,Togo,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
24810,2018,Togo,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
24811,2018,Togo,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
24812,2018,Togo,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1.3862943611198906
24901,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0986122886681098
24902,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24903,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6931471805599453
24904,2018,Togo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0986122886681098
24906,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6931471805599453
24907,2018,Togo,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,1.3862943611198906
24908,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
24909,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
24910,2018,Togo,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
24911,2018,Togo,0,0,1,1,0,2,1,0,0,0,0,2,1,0,0,0,0,0,2.0794415416798357
24912,2018,Togo,0,0,0,1,1,2,0,0,1,0,0,0,0,1,1,0,0,0,1.9459101490553132
25001,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
25002,2018,Togo,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.791759469228055
25003,2018,Togo,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1.0986122886681098
25004,2018,Togo,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0,0,1.791759469228055
25005,2018,Togo,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1.3862943611198906
25006,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1.3862943611198906
25007,2018,Togo,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1.6094379124341003
25008,2018,Togo,0,0,0,0,1,1,0,2,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
25009,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.0986122886681098
25010,2018,Togo,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
25011,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,1.3862943611198906
25012,2018,Togo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1.0986122886681098
25101,2018,Togo,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
25102,2018,Togo,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.791759469228055
25103,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
25104,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
25105,2018,Togo,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
25106,2018,Togo,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1.0986122886681098
25107,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1.3862943611198906
25108,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471805599453
25109,2018,Togo,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0986122886681098
25110,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
25111,2018,Togo,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1.9459101490553132
25112,2018,Togo,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
25201,2018,Togo,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1.0986122886681098
25202,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.6094379124341003
25203,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6931471805599453
25204,2018,Togo,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1.0986122886681098
25205,2018,Togo,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
25206,2018,Togo,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1.6094379124341003
25207,2018,Togo,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
25208,2018,Togo,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1.3862943611198906
25209,2018,Togo,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.6094379124341003
25210,2018,Togo,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
25211,2018,Togo,1,0,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1.9459101490553132
25212,2018,Togo,2,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
25301,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.6931471805599453
25302,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0986122886681098
25303,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
25304,2018,Togo,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1.3862943611198906
25305,2018,Togo,0,0,1,0,0,1,2,0,0,2,0,0,0,1,0,0,0,1,2.0794415416798357
25306,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
25307,2018,Togo,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1.3862943611198906
25308,2018,Togo,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,1.791759469228055
25309,2018,Togo,0,0,1,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
25310,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
25311,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
25401,2018,Togo,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1.791759469228055
25402,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
25403,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
25404,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.6931471805599453
25405,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1.0986122886681098
25406,2018,Togo,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
25407,2018,Togo,1,0,0,0,1,0,2,1,0,0,2,0,0,1,0,0,1,1,2.302585092994046
25408,2018,Togo,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.6931471805599453
25409,2018,Togo,0,0,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
25410,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
25411,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
25412,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
25501,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.0986122886681098
25502,2018,Togo,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1.3862943611198906
25503,2018,Togo,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0986122886681098
25504,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
25506,2018,Togo,0,0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,1.9459101490553132
25507,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
25508,2018,Togo,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1.3862943611198906
25509,2018,Togo,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
25510,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471805599453
25511,2018,Togo,0,1,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1.791759469228055
25512,2018,Togo,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1.3862943611198906
25601,2018,Togo,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1.0986122886681098
25602,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1.3862943611198906
25603,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
25604,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0986122886681098
25605,2018,Togo,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1.3862943611198906
25606,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
25607,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1.3862943611198906
25608,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.6931471805599453
25609,2018,Togo,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,0,1.791759469228055
25610,2018,Togo,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1.6094379124341003
25611,2018,Togo,0,1,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,0,2.0794415416798357
25612,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0
25701,2018,Togo,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1.3862943611198906
25702,2018,Togo,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
25704,2018,Togo,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3862943611198906
25705,2018,Togo,0,1,0,0,2,0,0,1,0,0,0,1,1,1,0,0,0,0,1.9459101490553132
25706,2018,Togo,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6931471805599453
25707,2018,Togo,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,1,0,2.0794415416798357
25708,2018,Togo,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.791759469228055
25709,2018,Togo,0,0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1.9459101490553132
25711,2018,Togo,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
25712,2018,Togo,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
25801,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1.3862943611198906
25802,2018,Togo,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
25804,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0
25805,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1.3862943611198906
25806,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1.3862943611198906
25807,2018,Togo,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,1.791759469228055
25808,2018,Togo,0,0,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
25809,2018,Togo,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1.3862943611198906
25810,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
25811,2018,Togo,0,0,1,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1.9459101490553132
25812,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
25814,2018,Togo,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1.3862943611198906
25901,2018,Togo,0,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,1.9459101490553132
25902,2018,Togo,1,1,0,2,1,0,2,0,0,0,0,2,1,0,0,0,0,0,2.302585092994046
25903,2018,Togo,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.6094379124341003
25904,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1.3862943611198906
25905,2018,Togo,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.3862943611198906
25906,2018,Togo,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
25907,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.0986122886681098
25908,2018,Togo,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1.791759469228055
25909,2018,Togo,0,0,0,1,1,1,1,0,2,1,0,0,0,1,1,1,0,0,2.302585092994046
25910,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0986122886681098
25911,2018,Togo,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1.3862943611198906
25912,2018,Togo,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1.3862943611198906
26001,2018,Togo,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1.3862943611198906
26002,2018,Togo,0,0,1,1,0,0,0,1,0,0,1,1,0,2,0,0,0,0,1.9459101490553132
26003,2018,Togo,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,1.6094379124341003
26004,2018,Togo,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,1.791759469228055
26005,2018,Togo,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1.3862943611198906
26006,2018,Togo,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1.791759469228055
26007,2018,Togo,0,0,1,0,1,2,0,1,1,1,0,0,1,2,0,0,0,0,2.302585092994046
26008,2018,Togo,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.0986122886681098
26009,2018,Togo,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0986122886681098
26010,2018,Togo,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1.6094379124341003
26011,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0
26012,2018,Togo,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1.791759469228055
26101,2018,Togo,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1.3862943611198906
26102,2018,Togo,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1.791759469228055
26103,2018,Togo,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
26104,2018,Togo,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1.0986122886681098
26105,2018,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471805599453
26106,2018,Togo,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1.3862943611198906
26107,2018,Togo,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.0986122886681098
26108,2018,Togo,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.3862943611198906
26109,2018,Togo,0,0,1,0,0,1,3,0,1,0,0,0,1,1,0,0,0,0,2.0794415416798357
