i,t,m,women,men,boys,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
13665,2018,louga,4,1,3,5,1,1,2,2,0,1,0,1,0,1,1,3,0,0,2.564949357,0
13666,2018,louga,5,2,2,6,1,2,0,1,1,2,0,1,1,3,0,0,1,2,2.708050201,0
13667,2018,louga,2,2,0,3,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1.945910149,0
13668,2018,louga,3,6,0,1,0,0,0,1,0,0,0,0,6,1,0,1,0,1,2.302585093,0
13669,2018,louga,2,1,1,2,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1.791759469,0
13681,2018,louga,3,1,2,3,0,3,2,0,0,0,0,0,1,1,0,2,0,0,2.197224577,0
136810,2018,louga,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.098612289,0
136811,2018,louga,2,3,3,3,0,0,1,2,1,1,1,0,2,1,0,1,1,0,2.397895273,0
136812,2018,louga,5,2,1,0,1,0,0,0,0,0,0,1,1,2,1,1,0,1,2.079441542,0
13682,2018,louga,2,1,0,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1.609437912,0
13683,2018,louga,5,1,0,2,0,1,0,1,0,0,0,0,1,2,0,2,0,1,2.079441542,0
13684,2018,louga,2,3,3,5,0,1,1,1,2,2,0,1,1,0,2,2,0,0,2.564949357,0
13685,2018,louga,1,0,0,3,0,0,0,1,0,0,0,2,0,0,0,1,0,0,1.386294361,0
13686,2018,louga,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1.098612289,0
13687,2018,louga,2,0,0,3,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.609437912,0
13688,2018,louga,1,2,1,2,0,0,0,0,1,0,1,2,0,0,0,0,1,1,1.791759469,0
13689,2018,louga,1,3,3,0,0,0,1,0,1,0,3,0,0,0,0,1,1,0,1.945910149,0
137,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13701,2018,louga,1,1,1,5,0,0,1,2,0,2,0,1,0,0,1,0,0,1,2.079441542,0
137010,2018,louga,2,4,0,4,0,0,0,1,0,2,0,1,2,1,1,0,1,1,2.302585093,0
137011,2018,louga,1,2,3,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1.791759469,0
137012,2018,louga,3,3,2,1,1,0,0,1,1,0,0,0,1,0,0,1,2,2,2.197224577,0
13702,2018,louga,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6931471806,0
13703,2018,louga,3,5,11,1,1,0,5,0,2,1,3,0,2,2,1,1,2,0,2.995732274,0
13704,2018,louga,4,2,2,1,1,0,0,0,0,1,1,0,1,1,0,2,1,1,2.197224577,0
13705,2018,louga,3,2,2,2,0,1,2,0,0,1,0,0,1,3,1,0,0,0,2.197224577,0
13706,2018,louga,3,2,2,1,0,0,1,0,0,1,1,0,2,2,0,0,0,1,2.079441542,0
13707,2018,louga,7,5,0,5,0,0,0,2,0,0,0,3,1,4,3,1,1,2,2.833213344,0
13708,2018,louga,4,5,5,6,2,0,1,2,0,2,3,2,3,1,1,2,0,1,2.995732274,0
13709,2018,louga,1,1,2,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1.791759469,0
1371,2018,dakar,2,3,2,2,1,2,1,0,0,0,0,0,1,0,2,1,0,1,2.197224577,0
13710,2018,dakar,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0
13711,2018,dakar,3,2,3,2,2,0,0,1,1,1,0,0,2,2,0,0,0,1,2.302585093,0
13712,2018,dakar,8,8,4,7,1,1,0,3,1,2,3,1,4,2,3,5,0,1,3.295836866,0
1372,2018,dakar,2,2,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1.791759469,0
13721,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806,0
137210,2018,louga,2,2,0,2,0,2,0,0,0,0,0,0,1,2,0,0,1,0,1.791759469,0
137211,2018,louga,5,2,0,7,0,0,0,2,0,2,0,3,1,3,1,1,0,1,2.63905733,0
137212,2018,louga,2,3,3,1,0,0,1,1,2,0,0,0,0,0,2,1,1,1,2.197224577,0
13722,2018,louga,2,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1.609437912,0
13723,2018,louga,2,0,3,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,1.609437912,0
13724,2018,louga,4,1,1,5,1,0,0,1,0,2,0,2,1,0,0,4,0,0,2.397895273,0
13725,2018,louga,1,1,1,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1.609437912,0
13726,2018,louga,4,2,3,1,0,0,0,0,2,1,2,1,1,1,0,2,0,0,2.302585093,0
13727,2018,louga,3,1,5,4,1,1,3,0,0,3,1,0,0,1,1,1,0,1,2.564949357,0
13728,2018,louga,5,0,2,3,1,0,0,2,1,1,0,0,0,3,0,1,0,1,2.302585093,0
13729,2018,louga,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1.098612289,0
1373,2018,dakar,3,1,3,0,0,0,0,0,2,0,1,1,0,1,0,1,1,0,1.945910149,0
1374,2018,dakar,2,2,3,0,0,0,2,0,1,0,0,0,1,1,1,1,0,0,1.945910149,0
13741,2018,louga,3,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,1.386294361,0
137410,2018,louga,7,3,3,9,1,3,1,2,1,4,0,0,1,3,2,3,0,1,3.091042453,0
137411,2018,louga,1,0,7,5,0,2,1,0,3,2,3,1,0,0,0,1,0,0,2.564949357,0
137412,2018,louga,1,1,3,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1.609437912,0
13742,2018,louga,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.098612289,0
13743,2018,louga,2,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1.386294361,0
13744,2018,louga,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1.098612289,0
13745,2018,louga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
13746,2018,louga,3,0,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,2,1.945910149,0
13747,2018,louga,2,2,3,0,1,0,0,0,2,0,0,0,0,0,2,1,0,1,1.945910149,0
13748,2018,louga,7,4,3,7,1,0,1,1,1,4,1,2,2,4,0,2,1,1,3.044522438,0
13749,2018,louga,2,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.386294361,0
1375,2018,dakar,4,5,4,6,2,1,2,4,0,0,0,1,2,2,3,1,0,1,2.944438979,0
1376,2018,dakar,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912,0
1377,2018,dakar,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1.098612289,0
13771,2018,louga,2,2,4,7,0,2,3,2,1,1,0,2,0,0,1,1,1,1,2.708050201,1
137710,2018,louga,1,2,4,2,1,0,1,1,1,0,1,1,2,1,0,0,0,0,2.197224577,1
137711,2018,louga,1,2,1,4,0,1,1,1,0,1,0,1,0,0,1,1,1,0,2.079441542,1
137712,2018,louga,3,4,5,5,2,1,1,2,2,1,1,2,2,0,1,1,0,1,2.833213344,1
13772,2018,louga,4,4,4,6,0,4,1,1,3,0,0,1,2,2,1,1,1,1,2.890371758,1
13773,2018,louga,5,4,5,0,2,0,2,0,0,0,2,1,1,2,1,1,1,1,2.63905733,1
13774,2018,louga,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1.386294361,1
13775,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13776,2018,louga,3,4,3,4,1,1,1,1,0,2,1,1,2,0,1,1,1,1,2.63905733,1
13777,2018,louga,1,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1.609437912,1
13778,2018,louga,4,6,6,9,0,2,3,2,2,4,2,1,2,1,2,2,1,1,3.218875825,1
13779,2018,louga,2,1,4,1,3,0,1,1,0,0,0,0,0,2,1,0,0,0,2.079441542,1
1378,2018,dakar,2,2,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1.609437912,0
1379,2018,dakar,4,2,3,4,1,3,2,1,0,0,0,0,2,2,0,1,0,1,2.564949357,0
13791,2018,louga,1,1,0,5,0,1,0,3,0,1,0,0,0,1,1,0,0,0,1.945910149,1
137910,2018,louga,6,6,10,12,2,3,3,4,3,3,2,2,1,1,5,4,0,1,3.526360525,1
137911,2018,louga,5,1,7,3,2,0,3,1,2,0,0,2,0,1,0,2,1,2,2.772588722,1
137912,2018,louga,3,1,3,6,0,1,1,1,0,1,2,3,1,0,0,2,0,1,2.564949357,1
13792,2018,louga,5,3,7,1,1,0,2,1,3,0,1,0,1,1,1,3,1,1,2.772588722,1
13793,2018,louga,2,1,4,5,1,0,0,1,1,2,2,2,0,0,0,2,1,0,2.48490665,1
13794,2018,louga,4,1,0,3,0,0,0,1,0,1,0,1,1,0,0,2,0,2,2.079441542,1
13795,2018,louga,6,3,2,5,1,0,0,2,1,2,0,1,0,1,1,3,2,2,2.772588722,1
13796,2018,louga,3,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1.386294361,1
13797,2018,louga,1,1,2,4,0,1,2,1,0,2,0,0,0,0,0,1,1,0,2.079441542,1
13798,2018,louga,1,1,2,4,0,1,1,1,1,0,0,2,0,0,0,1,1,0,2.079441542,1
13799,2018,louga,7,0,0,5,0,1,0,4,0,0,0,0,0,2,0,3,0,2,2.48490665,1
138,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13811,2018,louga,4,3,3,6,1,1,1,2,1,1,0,2,0,1,2,2,1,1,2.772588722,1
138110,2018,louga,3,3,10,2,1,0,3,1,3,0,4,1,0,0,1,2,1,1,2.890371758,1
138111,2018,louga,1,1,0,3,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1.609437912,1
138112,2018,louga,4,1,4,6,0,2,2,1,1,2,1,1,0,1,1,2,0,1,2.708050201,1
13812,2018,louga,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1.386294361,1
13813,2018,louga,4,4,7,7,1,1,0,5,3,0,3,1,1,2,2,2,1,0,3.091042453,1
13814,2018,louga,1,1,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1.386294361,1
13815,2018,louga,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1.386294361,1
13816,2018,louga,2,1,2,2,1,0,1,0,0,0,0,2,0,0,1,1,0,1,1.945910149,1
13817,2018,louga,3,2,2,5,0,0,0,3,1,2,1,0,0,1,1,2,1,0,2.48490665,1
13818,2018,louga,5,1,2,3,0,2,1,0,0,1,1,0,0,3,1,1,0,1,2.397895273,1
13819,2018,louga,3,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,2,1.791759469,1
13831,2018,fatick,2,2,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1.609437912,0
138310,2018,fatick,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6931471806,0
138311,2018,fatick,1,2,1,2,0,0,0,1,1,1,2,0,0,0,0,1,0,0,1.791759469,0
138312,2018,fatick,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1.098612289,0
13832,2018,fatick,3,2,2,4,0,1,1,0,1,2,0,1,0,1,2,1,0,1,2.397895273,0
13833,2018,fatick,1,1,2,2,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1.791759469,0
13834,2018,fatick,1,0,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1.386294361,0
13835,2018,fatick,3,3,1,3,0,2,1,1,0,0,0,0,2,2,1,0,0,1,2.302585093,0
13836,2018,fatick,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1.386294361,0
13837,2018,fatick,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1.386294361,0
13838,2018,fatick,2,3,2,4,0,2,0,1,1,1,1,0,2,1,0,1,1,0,2.397895273,0
13839,2018,fatick,1,1,1,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1.609437912,0
13851,2018,fatick,4,1,3,3,1,1,2,1,0,1,0,0,1,2,0,1,0,1,2.397895273,0
138510,2018,fatick,1,2,1,2,0,0,0,2,0,0,1,0,1,1,1,0,0,0,1.791759469,0
138511,2018,fatick,4,2,2,4,1,2,1,1,0,1,0,0,1,4,1,0,0,0,2.48490665,0
13852,2018,fatick,2,2,1,3,0,0,1,0,0,2,0,1,1,1,1,1,0,0,2.079441542,0
13853,2018,fatick,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,1.609437912,0
13854,2018,fatick,4,1,3,5,2,1,0,2,1,1,0,2,1,2,0,0,0,1,2.564949357,0
13855,2018,fatick,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6931471806,0
13856,2018,fatick,1,2,3,2,1,0,0,0,0,2,3,0,1,0,0,1,0,0,2.079441542,0
13857,2018,fatick,6,3,3,1,0,1,0,0,2,0,1,1,1,1,0,2,2,2,2.564949357,0
13858,2018,fatick,8,1,0,4,0,0,0,1,0,1,0,2,0,7,0,1,1,0,2.564949357,0
13859,2018,fatick,8,5,2,5,1,1,1,1,0,2,0,1,3,2,1,2,1,4,2.995732274,0
13871,2018,fatick,1,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1.386294361,0
138710,2018,fatick,8,4,3,5,0,0,1,2,1,2,1,1,2,4,0,3,2,1,2.995732274,0
138711,2018,fatick,6,5,3,2,1,0,0,1,1,0,2,1,1,1,1,4,2,1,2.772588722,0
138712,2018,fatick,2,2,1,2,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1.945910149,0
13872,2018,fatick,4,1,1,2,1,0,0,2,0,0,0,0,1,1,0,2,0,1,2.079441542,0
13873,2018,fatick,1,0,1,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1.386294361,0
13874,2018,fatick,2,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1.386294361,0
13875,2018,fatick,3,0,3,3,1,1,1,0,0,1,1,1,0,2,0,0,0,1,2.197224577,0
13876,2018,fatick,1,1,3,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1.791759469,0
13877,2018,fatick,3,3,3,1,2,0,0,1,0,0,1,1,2,1,0,0,1,1,2.302585093,0
13878,2018,fatick,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361,0
13879,2018,fatick,4,4,6,2,2,1,2,1,2,0,0,0,0,1,3,2,1,1,2.772588722,0
13891,2018,fatick,3,3,3,2,1,2,2,0,0,0,1,0,1,2,0,0,1,1,2.397895273,0
138910,2018,fatick,1,2,5,2,0,0,1,0,4,1,0,1,1,0,0,1,1,0,2.302585093,0
138911,2018,fatick,3,1,3,3,0,0,0,2,2,1,1,0,0,1,1,1,0,1,2.302585093,0
138912,2018,fatick,1,1,4,2,0,0,2,0,2,1,0,1,1,0,0,1,0,0,2.079441542,0
13892,2018,fatick,3,1,5,2,1,0,2,2,1,0,1,0,1,1,0,1,0,1,2.397895273,0
13893,2018,fatick,3,2,4,4,1,0,2,1,1,3,0,0,1,0,0,2,1,1,2.564949357,0
13894,2018,fatick,3,1,1,4,1,0,0,2,0,2,0,0,0,0,1,1,0,2,2.197224577,0
13895,2018,fatick,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13896,2018,fatick,2,1,2,2,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1.945910149,0
13897,2018,fatick,2,1,3,4,0,0,1,1,1,2,1,1,0,0,1,1,0,1,2.302585093,0
13898,2018,fatick,4,1,3,4,0,0,2,1,1,2,0,1,0,1,1,2,0,1,2.48490665,0
13899,2018,fatick,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1.386294361,0
139,2018,dakar,1,1,0,4,0,0,0,2,0,1,0,1,0,0,1,1,0,0,1.791759469,0
13901,2018,fatick,1,1,3,1,0,0,0,1,2,0,1,0,0,0,0,0,1,1,1.791759469,1
139010,2018,fatick,5,3,6,4,1,0,2,2,3,1,0,2,0,1,1,3,2,0,2.890371758,1
139011,2018,fatick,1,1,0,4,0,0,0,2,0,2,0,0,0,0,1,1,0,0,1.791759469,1
139012,2018,fatick,4,3,2,5,1,1,0,1,1,2,0,1,1,0,2,3,0,1,2.63905733,1
13902,2018,fatick,3,2,5,3,1,0,3,1,1,2,1,0,0,0,1,2,0,1,2.564949357,1
13903,2018,fatick,2,1,5,2,1,0,2,1,1,1,1,1,0,0,1,1,0,0,2.302585093,1
13904,2018,fatick,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1.386294361,1
13905,2018,fatick,2,2,1,3,1,0,0,1,0,1,0,1,0,0,1,1,1,1,2.079441542,1
13906,2018,fatick,2,1,0,3,0,0,0,1,0,2,0,0,0,0,0,1,1,1,1.791759469,1
13907,2018,fatick,3,3,2,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,2.302585093,1
13908,2018,fatick,2,1,4,5,1,2,1,1,1,2,1,0,0,1,1,1,0,0,2.48490665,1
13909,2018,fatick,1,0,5,2,1,0,1,2,1,0,2,0,0,0,0,1,0,0,2.079441542,1
1391,2018,dakar,1,2,2,4,0,1,2,1,0,1,0,1,0,0,2,1,0,0,2.197224577,0
13910,2018,dakar,3,2,2,4,0,1,0,2,1,1,1,1,1,1,0,1,1,0,2.397895273,0
13911,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13912,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1392,2018,dakar,3,2,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1.609437912,0
13921,2018,fatick,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1.386294361,1
139210,2018,fatick,1,1,0,2,0,0,0,0,0,0,0,2,0,1,1,0,0,0,1.386294361,1
139211,2018,fatick,2,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1.609437912,1
139212,2018,fatick,5,4,2,0,0,0,0,0,1,0,1,0,3,2,1,1,0,2,2.397895273,1
13922,2018,fatick,1,1,1,2,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1.609437912,1
13923,2018,fatick,3,1,4,0,0,0,1,0,2,0,1,0,1,2,0,0,0,1,2.079441542,1
13924,2018,fatick,3,1,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1.609437912,1
13925,2018,fatick,3,3,3,2,1,0,0,1,0,1,2,0,2,2,0,0,1,1,2.397895273,1
13926,2018,fatick,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1.386294361,1
13927,2018,fatick,4,2,3,4,0,1,1,2,2,1,0,0,0,1,2,1,0,2,2.564949357,1
13928,2018,fatick,1,1,1,3,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1.791759469,1
13929,2018,fatick,3,1,4,0,0,0,0,0,0,0,4,0,1,2,0,1,0,0,2.079441542,1
1393,2018,dakar,1,1,5,0,1,0,1,0,0,0,3,0,0,0,0,1,1,0,1.945910149,0
1394,2018,dakar,2,4,2,0,0,0,2,0,0,0,0,0,0,1,3,1,1,0,2.079441542,0
13941,2018,fatick,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,1,1.609437912,1
139410,2018,fatick,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
139411,2018,fatick,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
139412,2018,fatick,1,2,2,2,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1.945910149,1
13942,2018,fatick,0,2,2,2,0,0,2,1,0,1,0,0,1,0,1,0,0,0,1.791759469,1
13943,2018,fatick,2,1,1,2,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1.791759469,1
13944,2018,fatick,1,1,2,3,1,0,0,1,1,2,0,0,0,0,1,1,0,0,1.945910149,1
13945,2018,fatick,2,1,1,2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1.791759469,1
13946,2018,fatick,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1.386294361,1
13947,2018,fatick,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6931471806,1
13948,2018,fatick,1,2,2,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1.609437912,1
13949,2018,fatick,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1.386294361,1
1395,2018,dakar,1,1,2,2,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1.791759469,0
1396,2018,dakar,2,3,1,3,0,0,0,2,0,1,1,0,2,1,0,0,1,1,2.197224577,0
13961,2018,fatick,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1.609437912,1
139610,2018,fatick,1,2,3,5,0,0,1,2,0,2,2,1,1,0,0,1,1,0,2.397895273,1
139611,2018,fatick,2,1,4,5,3,0,1,1,0,2,0,2,0,1,1,1,0,0,2.48490665,1
139612,2018,fatick,5,2,5,4,0,0,0,0,5,2,0,2,1,2,1,1,0,2,2.772588722,1
13962,2018,fatick,4,1,0,4,0,2,0,1,0,1,0,0,0,3,1,0,0,1,2.197224577,1
13963,2018,fatick,5,2,2,2,0,0,0,0,0,1,2,1,2,2,0,1,0,2,2.397895273,1
13964,2018,fatick,4,5,1,4,0,1,1,2,0,0,0,1,2,1,1,2,2,0,2.63905733,1
13965,2018,fatick,4,4,8,5,1,0,0,1,4,1,3,3,2,1,1,2,1,1,3.044522438,1
13966,2018,fatick,3,0,5,1,2,0,1,1,2,0,0,0,0,1,0,1,0,1,2.197224577,1
13967,2018,fatick,1,1,3,5,1,1,0,1,1,2,1,1,0,0,0,1,1,0,2.302585093,1
13968,2018,fatick,1,2,6,2,1,0,1,1,2,0,2,1,1,0,1,1,0,0,2.397895273,1
13969,2018,fatick,5,3,5,1,1,0,0,0,2,0,2,1,1,1,1,2,1,2,2.63905733,1
1397,2018,dakar,1,1,2,2,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1.791759469,0
1398,2018,dakar,1,2,1,3,0,0,0,0,0,1,1,2,2,0,0,1,0,0,1.945910149,0
13981,2018,fatick,3,3,4,1,0,0,1,0,2,0,1,2,2,0,0,2,1,0,2.397895273,1
139810,2018,fatick,3,1,5,3,1,0,2,0,1,3,1,0,0,1,1,2,0,0,2.48490665,1
139811,2018,fatick,2,2,2,2,1,1,1,0,0,1,1,0,0,1,0,1,1,0,2.079441542,1
139812,2018,fatick,4,0,8,4,1,1,3,0,3,3,1,0,0,0,0,3,0,1,2.772588722,1
13982,2018,fatick,2,2,4,2,1,2,1,0,0,0,2,1,1,0,0,0,1,1,2.302585093,1
13983,2018,fatick,2,0,2,4,1,0,0,2,1,1,0,1,0,1,0,0,0,1,2.079441542,1
13984,2018,fatick,3,1,2,5,0,0,0,3,1,1,2,1,0,1,0,0,0,2,2.397895273,1
13985,2018,fatick,2,1,4,4,1,1,2,1,1,1,0,1,0,1,1,0,0,1,2.397895273,1
13986,2018,fatick,1,1,2,3,0,1,0,2,2,0,0,0,0,0,0,1,1,0,1.945910149,1
13987,2018,fatick,2,4,4,3,2,1,0,0,1,1,1,1,4,0,0,1,0,1,2.564949357,1
13988,2018,fatick,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,1
13989,2018,fatick,2,2,1,2,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1.945910149,1
1399,2018,dakar,2,1,0,2,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1.609437912,0
14001,2018,fatick,1,1,3,3,0,0,1,0,1,2,1,1,0,0,1,1,0,0,2.079441542,1
140010,2018,fatick,2,1,5,1,0,0,2,0,2,0,1,1,0,0,1,1,0,1,2.197224577,1
140011,2018,fatick,1,2,3,1,0,0,0,0,1,0,3,1,0,0,0,1,1,0,1.945910149,1
140012,2018,fatick,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14002,2018,fatick,2,1,3,2,1,1,2,0,0,1,0,0,0,1,1,1,0,0,2.079441542,1
14003,2018,fatick,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1.386294361,1
14004,2018,fatick,2,2,2,4,1,0,0,2,0,1,1,1,1,1,0,1,1,0,2.302585093,1
14005,2018,fatick,2,0,3,2,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1.945910149,1
14006,2018,fatick,3,4,5,6,0,2,3,1,2,2,0,1,2,0,2,2,0,1,2.890371758,1
14007,2018,fatick,2,0,1,3,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1.791759469,1
14008,2018,fatick,1,1,1,2,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1.609437912,1
14009,2018,fatick,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,1
14021,2018,fatick,7,2,5,4,3,0,0,1,2,2,0,1,0,4,1,2,1,1,2.890371758,0
140210,2018,fatick,1,1,3,2,0,0,0,0,2,0,1,2,0,0,0,1,1,0,1.945910149,0
140211,2018,fatick,2,0,3,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1.609437912,0
140212,2018,fatick,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14022,2018,fatick,2,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1.609437912,0
14023,2018,fatick,2,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1.386294361,0
14024,2018,fatick,3,0,1,2,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1.791759469,0
14025,2018,fatick,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14026,2018,fatick,2,2,0,2,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1.791759469,0
14027,2018,fatick,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0
14028,2018,fatick,3,3,1,4,1,1,0,2,0,1,1,0,2,2,0,0,0,1,2.397895273,0
14029,2018,fatick,2,1,2,2,2,0,0,0,0,1,0,1,0,1,0,1,1,0,1.945910149,0
14041,2018,fatick,3,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,1.791759469,0
140410,2018,fatick,4,1,0,5,0,1,0,1,0,1,0,4,0,0,0,1,1,1,2.302585093,0
140411,2018,fatick,1,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1.386294361,0
140412,2018,fatick,3,4,1,4,0,0,1,2,0,1,0,1,1,0,1,2,2,1,2.48490665,0
14042,2018,fatick,1,1,4,3,0,0,2,0,1,2,1,1,0,0,0,1,1,0,2.197224577,0
14043,2018,fatick,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.6931471806,0
14044,2018,fatick,2,4,1,2,0,0,0,0,0,2,1,0,1,0,3,1,0,1,2.197224577,0
14045,2018,fatick,2,2,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1.609437912,0
14046,2018,fatick,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1.386294361,0
14047,2018,fatick,3,2,4,1,0,0,2,1,2,0,0,0,0,0,1,1,1,2,2.302585093,0
14048,2018,fatick,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289,0
14049,2018,fatick,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,0
