i,t,m,women,men,boys,girls,Males 00-03,Females 00-03,Males 04-08,Females 04-08,Males 09-13,Females 09-13,Males 14-18,Females 14-18,Males 19-30,Females 19-30,Males 31-50,Females 31-50,Males 51-99,Females 51-99,log HSize,Rural
132511,2018,thies,2,2,2,1,0,1,1,0,1,0,0,0,0,0,2,1,0,1,1.945910149,0
132512,2018,thies,2,4,2,2,0,0,1,0,0,1,1,1,3,1,0,1,1,0,2.302585093,0
13252,2018,thies,6,1,3,6,0,3,0,1,2,2,1,0,0,3,1,2,0,1,2.772588722,0
13253,2018,thies,2,1,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1.609437912,0
13254,2018,thies,1,1,2,3,0,0,1,1,1,2,0,0,0,0,0,1,1,0,1.945910149,0
13255,2018,thies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13256,2018,thies,6,4,2,6,1,3,1,1,0,1,0,2,1,3,3,1,0,1,2.890371758,0
13257,2018,thies,2,3,1,1,0,0,0,0,0,1,1,0,2,1,0,0,1,1,1.945910149,0
13258,2018,thies,2,3,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,1.791759469,0
13259,2018,thies,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1.386294361,0
13271,2018,thies,1,2,4,3,0,0,3,1,1,1,0,1,1,0,1,1,0,0,2.302585093,0
132710,2018,thies,0,1,0,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,1.386294361,0
132711,2018,thies,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.098612289,0
13272,2018,thies,3,4,4,2,1,1,1,0,2,0,0,1,0,0,4,3,0,0,2.564949357,0
13273,2018,thies,2,5,0,3,0,2,0,1,0,0,2,1,2,0,1,1,0,0,2.302585093,0
13274,2018,thies,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1.609437912,0
13275,2018,thies,6,0,0,3,0,0,0,0,0,2,0,2,0,3,0,2,0,0,2.197224577,0
13276,2018,thies,6,2,6,2,3,1,2,0,0,1,1,0,1,1,0,3,1,2,2.772588722,0
13277,2018,thies,3,1,1,2,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1.945910149,0
13278,2018,thies,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1.609437912,0
13279,2018,thies,5,2,2,6,0,2,1,1,0,3,1,0,1,2,0,2,1,1,2.708050201,0
13291,2018,thies,4,1,0,1,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1.791759469,0
132910,2018,thies,5,1,0,3,0,0,0,2,0,1,1,0,0,4,0,0,0,1,2.197224577,0
132911,2018,thies,2,1,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,1.386294361,0
132912,2018,thies,4,2,0,3,0,1,0,1,0,0,0,1,1,1,0,2,1,1,2.197224577,0
13292,2018,thies,3,3,2,0,1,0,1,0,0,0,0,0,0,1,3,1,0,1,2.079441542,0
13293,2018,thies,1,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1.098612289,0
13294,2018,thies,1,2,3,2,0,1,1,0,2,0,1,1,1,0,0,1,0,0,2.079441542,0
13295,2018,thies,4,2,0,3,0,1,0,2,0,0,0,0,0,3,1,0,1,1,2.197224577,0
13296,2018,thies,3,1,1,1,1,0,0,0,0,0,0,1,1,1,0,2,0,0,1.791759469,0
13297,2018,thies,5,0,2,2,1,0,0,1,1,1,0,2,0,1,0,2,0,0,2.197224577,0
13298,2018,thies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0
13299,2018,thies,4,2,7,1,4,1,3,0,0,0,0,0,0,2,2,2,0,0,2.63905733,0
133,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1331,2018,dakar,1,2,2,2,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1.945910149,0
13310,2018,dakar,3,4,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,1.945910149,0
13311,2018,thies,7,4,5,2,2,1,1,1,2,0,0,0,1,4,3,1,0,2,2.890371758,0
133110,2018,thies,2,1,4,0,0,0,2,0,2,0,0,1,0,0,1,1,0,0,1.945910149,0
133111,2018,thies,2,0,1,3,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1.791759469,0
133112,2018,thies,3,2,0,2,0,2,0,0,0,0,0,0,0,1,2,1,0,1,1.945910149,0
13312,2018,dakar,8,3,5,4,2,0,2,0,0,3,2,1,0,2,1,4,1,2,2.995732274,0
13313,2018,thies,5,3,2,3,0,0,0,1,0,1,2,1,1,1,1,2,1,2,2.564949357,0
13314,2018,thies,2,2,2,3,0,0,1,1,0,1,2,1,1,0,0,1,0,1,2.197224577,0
13315,2018,thies,2,3,0,2,0,0,0,1,0,1,1,0,1,0,0,2,1,0,1.945910149,0
13316,2018,thies,5,2,4,1,1,0,2,1,1,0,0,0,0,3,2,1,0,1,2.48490665,0
13317,2018,thies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471806,0
13318,2018,thies,1,1,1,2,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1.609437912,0
13319,2018,thies,3,1,0,3,0,0,0,0,0,1,0,2,0,2,0,1,1,0,1.945910149,0
1332,2018,dakar,2,2,1,3,0,1,1,1,0,1,0,0,1,0,1,2,0,0,2.079441542,0
1333,2018,dakar,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.098612289,0
13331,2018,thies,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,1.609437912,0
13332,2018,thies,6,2,2,2,0,1,1,1,1,0,1,0,0,2,1,1,0,3,2.48490665,0
13333,2018,thies,2,3,4,2,2,0,2,1,0,0,0,1,1,1,1,1,1,0,2.397895273,0
13334,2018,thies,2,2,5,3,2,0,0,2,1,1,2,0,0,0,1,2,1,0,2.48490665,0
13335,2018,thies,5,2,2,0,1,0,0,0,1,0,1,0,0,0,1,4,0,1,2.197224577,0
13336,2018,thies,3,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,3,1.945910149,0
13337,2018,thies,1,2,1,3,0,0,1,0,0,1,1,2,0,0,0,1,1,0,1.945910149,0
1334,2018,dakar,3,2,2,4,0,2,0,2,2,0,0,0,0,1,1,2,1,0,2.397895273,0
1335,2018,dakar,1,1,3,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0
13351,2018,thies,11,8,8,17,1,2,2,10,3,1,2,4,3,6,3,3,2,2,3.784189634,1
133510,2018,thies,1,2,2,3,0,1,1,0,0,2,1,0,1,0,1,1,0,0,2.079441542,1
133511,2018,thies,3,2,8,4,1,2,3,0,0,2,4,0,0,1,1,1,1,1,2.833213344,1
133512,2018,thies,3,2,3,2,1,0,2,0,0,2,0,1,0,0,1,1,1,1,2.302585093,1
13352,2018,thies,3,4,4,7,0,6,1,0,0,1,3,0,1,1,2,2,1,0,2.890371758,1
13353,2018,thies,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1.609437912,1
13354,2018,thies,2,0,5,5,0,0,3,3,2,1,0,1,0,1,0,1,0,0,2.48490665,1
13355,2018,thies,3,4,4,3,2,0,2,0,0,3,1,0,0,1,3,1,0,1,2.63905733,1
13356,2018,thies,4,3,2,1,0,0,2,1,0,0,0,1,2,2,1,0,0,1,2.302585093,1
13357,2018,thies,1,3,4,1,1,0,0,1,2,0,1,0,1,0,0,1,2,0,2.197224577,1
13358,2018,thies,3,4,2,2,0,1,1,0,0,0,1,1,1,1,2,1,1,1,2.397895273,1
13359,2018,thies,8,3,1,4,1,0,0,0,0,3,1,2,2,3,0,2,0,2,2.772588722,1
1336,2018,dakar,8,3,0,2,0,0,0,0,0,1,0,1,3,3,0,2,0,3,2.564949357,0
1337,2018,dakar,5,5,5,3,0,1,2,0,3,1,0,1,2,3,3,1,0,1,2.890371758,0
13371,2018,thies,5,7,9,4,1,1,4,1,3,2,1,0,4,2,3,3,0,0,3.218875825,1
133710,2018,thies,1,0,2,2,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1.609437912,1
133711,2018,thies,3,1,5,2,2,0,1,2,2,0,0,1,1,1,0,0,0,1,2.397895273,1
133712,2018,thies,3,1,4,3,1,0,1,1,2,1,0,1,0,0,1,2,0,1,2.397895273,1
13372,2018,thies,3,4,3,4,0,1,2,1,1,2,0,0,4,2,0,0,0,1,2.63905733,1
13373,2018,thies,3,4,0,3,0,0,0,3,0,0,1,0,2,1,0,1,1,1,2.302585093,1
13374,2018,thies,1,1,2,1,0,0,0,0,2,0,0,1,0,0,0,1,1,0,1.609437912,1
13375,2018,thies,4,2,4,0,0,0,0,0,2,0,2,0,1,2,0,2,1,0,2.302585093,1
13376,2018,thies,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1.098612289,1
13377,2018,thies,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13378,2018,thies,1,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1.609437912,1
13379,2018,thies,3,1,1,1,0,0,0,0,0,0,1,1,0,2,0,1,1,0,1.791759469,1
1338,2018,dakar,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.6931471806,0
1339,2018,dakar,4,2,2,3,0,0,0,2,2,0,1,1,0,1,1,2,0,1,2.397895273,0
13391,2018,thies,3,2,5,2,2,0,2,2,0,0,1,0,0,2,2,0,0,1,2.48490665,1
133910,2018,thies,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6931471806,1
133911,2018,thies,5,4,7,9,3,3,4,5,0,1,0,0,1,3,2,1,1,1,3.218875825,1
133912,2018,thies,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1.386294361,1
13392,2018,thies,2,1,6,1,4,0,1,1,1,0,0,0,0,2,0,0,1,0,2.302585093,1
13393,2018,thies,2,1,5,2,2,1,2,0,1,1,1,0,0,0,0,2,0,0,2.302585093,1
13394,2018,thies,3,2,2,2,1,0,1,1,0,0,0,1,0,1,1,1,1,1,2.197224577,1
13395,2018,thies,2,1,4,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1.945910149,1
13396,2018,thies,3,3,2,2,2,1,0,0,0,0,0,1,2,1,1,1,0,1,2.302585093,1
13397,2018,thies,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1.098612289,1
13398,2018,thies,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
13399,2018,thies,3,1,0,3,0,0,0,2,0,1,0,1,0,0,0,1,1,1,1.945910149,1
134,2018,dakar,5,2,0,1,0,0,0,0,0,0,0,1,1,2,0,1,1,2,2.079441542,0
13411,2018,thies,2,4,2,3,0,0,2,1,0,2,1,0,1,0,2,2,0,0,2.397895273,1
134110,2018,thies,3,2,2,2,1,0,1,2,0,0,0,0,1,1,0,1,1,1,2.197224577,1
134111,2018,thies,4,2,2,5,1,2,1,0,0,3,0,0,0,1,2,1,0,2,2.564949357,1
134112,2018,thies,2,4,2,1,0,1,2,0,0,0,0,0,2,1,1,0,1,1,2.197224577,1
13412,2018,thies,3,3,2,3,0,1,2,2,0,0,0,0,0,1,3,1,0,1,2.397895273,1
13413,2018,thies,5,1,3,3,1,0,1,1,1,1,0,1,0,3,0,2,1,0,2.48490665,1
13414,2018,thies,3,3,1,2,0,2,0,0,0,0,1,0,1,1,1,1,1,1,2.197224577,1
13415,2018,thies,3,2,4,1,1,0,3,0,0,1,0,0,0,1,1,1,1,1,2.302585093,1
13416,2018,thies,1,3,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1.609437912,1
13417,2018,thies,1,3,5,5,2,1,1,3,1,1,2,0,1,0,1,1,0,0,2.63905733,1
13418,2018,thies,3,1,1,2,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1.945910149,1
13419,2018,thies,2,4,1,0,0,0,0,0,0,0,1,0,3,1,0,1,1,0,1.945910149,1
13431,2018,louga,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1.098612289,0
134310,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.6931471806,0
134311,2018,louga,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1.386294361,0
134312,2018,louga,5,2,3,1,0,0,1,0,1,0,1,1,1,2,0,2,1,1,2.397895273,0
13432,2018,louga,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,1.386294361,0
13433,2018,louga,3,2,3,5,0,0,1,1,1,3,1,1,1,1,1,1,0,1,2.564949357,0
13434,2018,louga,5,3,0,3,0,1,0,1,0,1,0,1,2,3,0,1,1,0,2.397895273,0
13435,2018,louga,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
13436,2018,louga,3,4,2,2,0,0,1,1,0,1,2,0,2,2,0,0,1,1,2.397895273,0
13437,2018,louga,3,2,4,1,0,0,1,0,2,1,1,0,0,1,1,1,1,1,2.302585093,0
13438,2018,louga,7,3,1,3,1,0,0,2,0,1,1,0,1,2,0,3,1,2,2.63905733,0
13439,2018,louga,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.6931471806,0
13451,2018,louga,6,1,2,2,0,1,2,0,0,1,0,0,0,3,1,2,0,1,2.397895273,0
134510,2018,louga,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1.098612289,0
134511,2018,louga,8,5,2,7,1,4,1,3,0,0,0,0,2,4,2,1,1,3,3.091042453,0
134512,2018,louga,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1.098612289,0
13452,2018,louga,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1.386294361,0
13453,2018,louga,1,1,3,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,1.609437912,0
13454,2018,louga,4,6,5,2,1,0,2,0,1,1,1,1,5,1,0,2,1,1,2.833213344,0
13455,2018,louga,3,5,1,0,1,0,0,0,0,0,1,0,3,1,1,0,0,2,2.197224577,0
13456,2018,louga,5,2,4,9,0,1,2,2,2,3,1,3,0,0,0,2,1,3,2.995732274,0
13457,2018,louga,4,2,3,3,1,2,1,1,1,0,0,1,1,1,1,1,0,1,2.48490665,0
13458,2018,louga,3,1,5,5,1,3,1,1,3,0,0,1,0,0,1,3,0,0,2.63905733,0
13459,2018,louga,2,1,2,1,0,0,0,0,1,1,2,0,0,1,0,0,0,1,1.791759469,0
13461,2018,louga,5,1,0,6,0,1,0,3,0,1,0,1,0,1,0,3,1,1,2.48490665,1
134610,2018,louga,2,1,0,3,0,0,0,3,0,0,0,0,0,0,1,1,0,1,1.791759469,1
134611,2018,louga,3,2,1,2,0,2,1,0,0,0,0,0,2,2,0,0,0,1,2.079441542,1
134612,2018,louga,7,5,4,2,3,1,1,1,0,0,2,2,2,3,0,1,1,1,2.890371758,1
13462,2018,louga,3,2,4,4,0,0,3,1,1,3,2,0,0,0,0,3,0,0,2.564949357,1
13463,2018,louga,3,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1.609437912,1
13464,2018,louga,2,2,4,6,1,2,2,1,0,1,1,2,0,0,1,2,1,0,2.63905733,1
13465,2018,louga,2,1,2,6,1,2,1,2,0,1,0,1,0,2,1,0,0,0,2.397895273,1
13466,2018,louga,0,2,3,2,1,0,0,1,0,0,2,1,1,0,0,0,1,0,1.945910149,1
13467,2018,louga,3,1,2,1,1,0,1,1,0,0,0,0,0,2,1,0,0,1,1.945910149,1
13468,2018,louga,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6931471806,1
13469,2018,louga,2,2,3,0,1,0,1,0,0,0,1,0,1,2,0,0,1,0,1.945910149,1
13481,2018,louga,1,1,1,2,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1.609437912,1
134810,2018,louga,2,3,3,6,0,1,2,3,0,1,3,1,0,1,1,1,0,0,2.63905733,1
134811,2018,louga,7,2,7,5,4,2,2,1,1,1,0,1,1,5,0,0,1,2,3.044522438,1
134812,2018,louga,3,1,4,4,1,0,2,1,1,3,0,0,0,1,1,2,0,0,2.48490665,1
13482,2018,louga,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1.609437912,1
13483,2018,louga,3,1,7,3,1,0,4,0,2,1,0,2,0,2,1,1,0,0,2.63905733,1
13484,2018,louga,3,3,3,3,0,0,1,0,1,2,2,1,1,0,0,1,1,2,2.48490665,1
13485,2018,louga,1,1,2,4,0,1,2,1,0,1,0,1,0,0,1,1,0,0,2.079441542,1
13486,2018,louga,4,2,7,1,0,0,4,1,1,0,2,0,1,1,0,2,1,1,2.63905733,1
13487,2018,louga,3,2,8,2,2,0,2,1,3,1,1,0,1,2,0,1,1,0,2.708050201,1
13488,2018,louga,2,3,4,7,1,2,2,2,0,3,2,0,0,2,0,0,2,0,2.772588722,1
13489,2018,louga,2,3,2,4,1,0,0,1,1,2,0,1,1,1,2,1,0,0,2.397895273,1
135,2018,dakar,3,3,3,1,1,1,2,0,0,0,0,0,1,2,2,0,0,1,2.302585093,0
13501,2018,louga,1,2,6,0,1,0,3,0,2,0,0,0,0,0,1,1,1,0,2.197224577,1
135010,2018,louga,1,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1.609437912,1
135011,2018,louga,3,2,4,2,1,0,2,0,1,2,0,0,1,1,1,1,0,1,2.397895273,1
135012,2018,louga,2,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1.609437912,1
13502,2018,louga,4,3,2,4,1,1,1,3,0,0,0,0,0,3,3,0,0,1,2.564949357,1
13503,2018,louga,6,1,3,8,1,2,1,4,1,1,0,1,0,3,0,2,1,1,2.890371758,1
13504,2018,louga,6,5,3,5,1,2,0,2,1,1,1,0,2,3,2,1,1,2,2.944438979,1
13505,2018,louga,2,2,5,4,3,1,1,1,1,1,0,1,0,2,2,0,0,0,2.564949357,1
13506,2018,louga,1,2,2,1,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1.791759469,1
13507,2018,louga,3,3,0,5,0,1,0,1,0,2,1,1,1,1,0,1,1,1,2.397895273,1
13508,2018,louga,1,3,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1.791759469,1
13509,2018,louga,1,1,3,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1.609437912,1
1351,2018,dakar,4,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1,1.791759469,0
13510,2018,dakar,2,1,4,2,1,0,3,0,0,0,0,2,0,1,1,1,0,0,2.197224577,0
13511,2018,dakar,2,2,0,2,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1.791759469,0
13512,2018,dakar,1,2,6,2,2,0,0,1,3,0,1,1,1,0,0,1,1,0,2.397895273,0
1352,2018,dakar,2,2,0,2,0,0,0,0,0,0,1,2,1,1,0,1,0,0,1.791759469,0
1353,2018,dakar,2,3,2,0,0,0,0,0,1,0,1,1,2,0,0,0,1,1,1.945910149,0
13531,2018,louga,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1.098612289,0
135310,2018,louga,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6931471806,0
135311,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13532,2018,louga,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1.386294361,0
13533,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13534,2018,louga,2,4,1,2,0,1,0,1,0,0,2,0,1,1,1,0,1,1,2.197224577,0
13535,2018,louga,2,0,3,1,1,0,0,0,2,0,0,3,0,0,0,0,0,0,1.791759469,0
13536,2018,louga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,0
13537,2018,louga,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13538,2018,louga,8,2,6,1,4,1,1,0,1,0,0,1,2,4,0,2,0,1,2.833213344,0
13539,2018,louga,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1354,2018,dakar,3,2,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,1,1.791759469,0
1355,2018,dakar,2,2,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1.609437912,0
13551,2018,louga,2,4,3,6,0,1,1,1,0,3,2,2,3,0,1,1,0,0,2.708050201,0
135510,2018,louga,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135511,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135512,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13553,2018,louga,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1.098612289,0
13554,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13555,2018,louga,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1.098612289,0
13558,2018,louga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1356,2018,dakar,1,0,0,4,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1.609437912,0
1357,2018,dakar,1,1,3,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1.791759469,0
13571,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135710,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
135711,2018,louga,5,3,3,10,1,2,0,1,2,2,0,5,0,2,2,3,1,0,3.044522438,0
135712,2018,louga,2,4,3,1,0,1,2,0,1,0,0,0,2,0,1,1,1,1,2.302585093,0
13572,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13573,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13574,2018,louga,5,7,11,3,0,0,5,2,4,0,3,1,3,1,2,4,1,0,3.258096538,0
13575,2018,louga,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1.098612289,0
13576,2018,louga,2,2,0,2,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1.791759469,0
13577,2018,louga,4,2,1,2,0,0,0,1,1,0,0,2,0,0,0,2,2,1,2.197224577,0
13578,2018,louga,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1.386294361,0
13579,2018,louga,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1.098612289,0
1358,2018,dakar,2,3,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1.791759469,0
13581,2018,louga,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471806,1
135810,2018,louga,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
135811,2018,louga,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
135812,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
13582,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
13583,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13585,2018,louga,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.098612289,1
13586,2018,louga,3,1,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1.609437912,1
13587,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1359,2018,dakar,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
136,2018,dakar,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1.098612289,0
136012,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13602,2018,louga,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.6931471806,1
13604,2018,louga,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.6931471806,1
13607,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
13608,2018,louga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
13621,2018,louga,1,0,2,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1.386294361,1
136210,2018,louga,2,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1.791759469,1
136211,2018,louga,1,1,5,2,1,0,2,1,1,1,1,0,0,1,1,0,0,0,2.197224577,1
136212,2018,louga,1,1,1,2,0,0,1,0,0,2,0,0,0,0,1,1,0,0,1.609437912,1
13622,2018,louga,1,2,3,1,0,0,1,0,2,0,0,1,1,0,0,1,1,0,1.945910149,1
13623,2018,louga,3,2,2,5,0,2,1,1,1,2,0,0,0,1,1,0,1,2,2.48490665,1
13624,2018,louga,2,2,0,5,0,2,0,3,0,0,0,0,1,0,0,1,1,1,2.197224577,1
13625,2018,louga,1,2,1,2,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1.791759469,1
13626,2018,louga,3,3,2,3,1,2,0,1,1,0,0,0,1,2,1,0,1,1,2.397895273,1
13627,2018,louga,2,4,0,3,0,0,0,1,0,0,1,2,2,1,0,1,1,0,2.197224577,1
13628,2018,louga,1,1,2,3,0,2,2,0,0,1,0,0,0,0,1,1,0,0,1.945910149,1
13629,2018,louga,2,2,1,2,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1.945910149,1
13641,2018,louga,3,1,1,2,1,0,0,2,0,0,0,0,0,1,0,1,1,1,1.945910149,1
136410,2018,louga,2,1,2,5,0,1,0,2,1,2,1,0,0,0,1,2,0,0,2.302585093,1
136411,2018,louga,5,9,3,4,2,2,1,0,0,1,0,1,4,2,2,2,3,1,3.044522438,1
136412,2018,louga,2,2,0,3,0,0,0,2,0,0,0,1,2,1,0,0,0,1,1.945910149,1
13642,2018,louga,2,0,3,3,1,0,0,2,1,1,1,0,0,1,0,0,0,1,2.079441542,1
13643,2018,louga,3,6,1,1,0,1,1,0,0,0,0,1,1,1,4,0,1,1,2.397895273,1
13644,2018,louga,3,2,3,4,0,0,1,0,1,2,1,2,1,1,1,1,0,1,2.48490665,1
13645,2018,louga,2,0,3,2,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1.945910149,1
13646,2018,louga,5,1,4,2,1,0,0,1,3,1,0,0,0,2,1,2,0,1,2.48490665,1
13647,2018,louga,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1.386294361,1
13648,2018,louga,5,5,3,4,0,1,0,1,0,1,4,1,2,1,0,2,2,2,2.833213344,1
13649,2018,louga,1,1,1,2,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1.609437912,1
13661,2018,louga,2,2,5,4,1,0,1,1,2,3,1,0,1,0,1,2,0,0,2.564949357,0
136610,2018,louga,1,1,1,2,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1.609437912,0
136611,2018,louga,2,1,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1.791759469,0
136612,2018,louga,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13662,2018,louga,1,2,0,4,0,0,0,1,0,2,0,1,1,0,1,1,0,0,1.945910149,0
13663,2018,louga,2,1,1,3,0,0,0,0,1,3,0,0,0,1,0,1,1,0,1.945910149,0
13664,2018,louga,3,1,2,2,1,0,0,0,0,1,1,2,0,0,1,1,0,1,2.079441542,0
