i,t,m,M 0-3,M 4-8,M 9-13,M 14-18,M 19-30,M 31-50,M 51+,F 0-3,F 4-8,F 9-13,F 14-18,F 19-30,F 31-50,F 51+
120022,2015,Nigeria,2,0,0,0,0,0,0,0,0,0,0,1,0,0
120023,2015,Nigeria,0,0,1,1,0,0,1,1,1,1,1,0,1,0
120024,2015,Nigeria,0,0,1,1,0,0,0,0,0,2,3,1,1,0
120025,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,0,1,0,1
120026,2015,Nigeria,0,2,1,0,0,1,0,1,1,0,0,0,1,0
120027,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,2,0,0
120028,2015,Nigeria,0,0,0,0,0,2,0,0,0,0,0,3,0,0
120029,2015,Nigeria,0,1,1,1,0,1,0,1,1,0,0,1,1,0
120030,2015,Nigeria,1,0,0,2,1,1,0,0,0,2,0,0,1,0
120031,2015,Nigeria,0,1,0,0,0,1,0,0,0,0,0,0,1,0
120032,2015,Nigeria,0,1,1,0,0,1,0,0,2,1,0,0,1,0
120033,2015,Nigeria,1,1,2,1,0,1,0,0,1,0,0,0,1,0
120034,2015,Nigeria,0,0,1,0,0,0,1,0,0,0,0,0,0,1
120035,2015,Nigeria,0,0,0,1,0,1,0,0,0,0,0,0,1,0
120036,2015,Nigeria,0,2,0,0,0,1,0,0,1,1,0,0,1,0
120037,2015,Nigeria,0,1,0,2,1,0,0,0,0,1,0,0,1,0
120038,2015,Nigeria,1,2,1,0,0,1,0,1,0,0,0,2,0,0
120039,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120040,2015,Nigeria,0,0,1,0,1,0,1,0,0,0,0,1,0,1
120041,2015,Nigeria,0,0,0,2,2,0,1,0,0,1,0,1,1,1
120042,2015,Nigeria,0,0,1,1,0,0,1,0,1,0,0,0,2,0
120043,2015,Nigeria,1,0,0,1,0,1,0,1,0,0,0,0,1,0
120044,2015,Nigeria,2,0,0,0,0,1,0,0,2,1,0,0,1,0
120045,2015,Nigeria,0,0,1,0,0,1,0,0,1,1,1,0,1,0
120046,2015,Nigeria,0,1,1,0,0,0,1,1,0,0,0,2,1,0
120047,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,1,0,0,2
120048,2015,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
120049,2015,Nigeria,0,1,2,0,1,0,1,0,0,0,1,0,1,1
120050,2015,Nigeria,0,1,0,0,0,1,0,0,1,0,0,0,1,0
120051,2015,Nigeria,1,2,0,1,1,1,0,0,0,2,1,1,1,0
120052,2015,Nigeria,1,0,0,0,0,0,1,0,0,0,0,0,1,0
120053,2015,Nigeria,0,2,0,2,1,1,0,0,0,1,0,1,1,0
120054,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,1,0
120055,2015,Nigeria,0,0,0,0,0,0,1,1,0,0,0,0,1,0
120056,2015,Nigeria,0,0,2,4,1,0,1,0,1,0,0,0,2,0
120057,2015,Nigeria,0,0,0,0,2,0,1,0,0,1,0,1,1,0
120058,2015,Nigeria,0,0,0,2,0,0,1,0,0,0,0,0,2,0
120059,2015,Nigeria,0,0,1,2,0,0,1,0,0,0,0,0,3,0
120060,2015,Nigeria,0,1,0,1,1,1,0,0,0,0,0,0,3,0
120061,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,1,0,2
120062,2015,Nigeria,0,0,0,0,1,0,0,0,2,0,1,0,0,1
120063,2015,Nigeria,0,0,0,1,1,0,1,0,0,1,0,0,0,1
120064,2015,Nigeria,0,2,1,1,0,0,1,0,0,1,1,0,2,0
120065,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,1,0,0
120066,2015,Nigeria,0,0,0,1,1,0,1,0,0,1,0,0,1,0
120067,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120068,2015,Nigeria,0,0,1,1,0,0,1,0,0,0,0,0,0,2
120069,2015,Nigeria,0,0,1,1,0,0,1,0,1,0,2,0,1,1
120070,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
120071,2015,Nigeria,0,0,1,0,0,0,0,0,0,1,0,0,0,1
120072,2015,Nigeria,0,0,0,0,0,0,0,0,0,1,2,2,0,0
120073,2015,Nigeria,0,0,0,1,1,0,1,0,1,2,0,0,1,0
120074,2015,Nigeria,1,0,0,0,0,1,0,1,1,0,0,1,0,0
120075,2015,Nigeria,0,0,1,0,0,0,1,0,0,1,0,2,0,2
120076,2015,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
120078,2015,Nigeria,0,0,0,1,0,0,1,0,0,0,0,0,0,1
120079,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
120080,2015,Nigeria,0,0,0,0,1,0,1,0,0,1,0,1,0,1
120081,2015,Nigeria,0,0,0,0,1,1,1,0,0,0,0,0,0,1
120082,2015,Nigeria,0,1,0,0,0,0,1,0,2,0,0,1,0,0
120083,2015,Nigeria,0,0,0,0,3,0,0,0,0,0,0,0,0,0
120084,2015,Nigeria,0,0,0,0,0,1,0,2,0,0,0,1,0,0
120085,2015,Nigeria,0,0,0,0,0,1,0,1,0,0,0,1,0,1
120086,2015,Nigeria,0,1,0,0,0,1,0,0,0,0,0,1,0,0
120087,2015,Nigeria,0,0,0,1,2,0,1,0,0,1,1,1,1,1
120088,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,1,1,1
120089,2015,Nigeria,0,0,2,0,0,1,0,0,0,1,0,0,1,1
120090,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,1,1,0,1
120091,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
120092,2015,Nigeria,0,0,0,0,0,0,0,0,1,0,0,0,0,1
120093,2015,Nigeria,0,0,0,1,2,0,0,0,0,1,0,0,1,0
120094,2015,Nigeria,0,0,0,1,1,0,0,0,0,0,0,1,0,1
120096,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,0
120098,2015,Nigeria,1,0,0,0,0,1,0,1,0,0,0,0,1,0
120099,2015,Nigeria,0,0,0,1,0,0,0,0,0,0,0,1,1,0
120100,2015,Nigeria,0,0,0,1,0,1,0,0,0,2,1,4,0,0
130001,2015,Nigeria,0,0,0,0,0,1,0,2,1,0,0,1,0,0
130003,2015,Nigeria,0,1,0,0,2,0,1,0,0,0,0,1,1,0
130004,2015,Nigeria,0,0,2,0,0,0,1,1,0,0,1,1,1,0
130005,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130007,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130008,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130010,2015,Nigeria,0,2,1,2,0,0,1,0,0,2,0,0,2,0
130011,2015,Nigeria,1,1,1,0,0,1,0,0,0,1,0,0,1,0
130012,2015,Nigeria,0,1,0,0,0,1,0,1,1,0,0,1,0,0
130013,2015,Nigeria,1,0,1,0,0,0,1,0,0,0,1,0,1,0
130014,2015,Nigeria,0,1,1,1,0,1,0,0,0,0,1,1,1,0
130015,2015,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
130016,2015,Nigeria,0,0,0,1,1,1,0,0,1,0,0,1,1,0
130017,2015,Nigeria,0,0,1,0,1,0,1,0,0,0,0,0,1,0
130018,2015,Nigeria,1,1,1,2,0,0,1,0,0,0,0,0,1,0
130019,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130020,2015,Nigeria,0,0,0,2,0,1,0,0,0,1,0,0,1,0
130021,2015,Nigeria,0,0,1,1,0,0,2,1,0,0,1,0,0,1
130023,2015,Nigeria,1,1,0,1,0,1,0,0,0,0,1,0,1,0
130024,2015,Nigeria,0,0,1,0,0,0,0,0,0,1,1,0,0,1
130025,2015,Nigeria,1,1,1,0,0,1,0,0,0,1,0,0,1,0
130026,2015,Nigeria,0,1,0,0,2,0,0,1,0,0,0,1,0,0
130027,2015,Nigeria,0,2,0,0,0,1,0,0,0,1,0,0,1,0
130029,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,1,0,1,0
130030,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130032,2015,Nigeria,0,0,1,0,0,1,0,0,1,0,0,0,1,0
130033,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130034,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130035,2015,Nigeria,0,0,0,0,0,0,0,0,0,2,0,0,0,1
130036,2015,Nigeria,0,0,1,1,0,0,0,0,0,0,0,1,0,1
130038,2015,Nigeria,0,0,0,0,1,0,0,0,1,0,0,1,0,0
130039,2015,Nigeria,0,0,0,1,0,1,0,0,0,1,0,0,1,0
130040,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,1
130041,2015,Nigeria,0,0,0,0,0,0,0,0,2,0,0,0,0,1
130042,2015,Nigeria,0,0,0,0,1,0,1,1,0,0,0,1,0,1
130043,2015,Nigeria,0,0,0,0,1,0,0,1,0,0,0,0,0,1
130044,2015,Nigeria,0,0,1,1,0,0,1,1,2,1,0,0,1,0
130045,2015,Nigeria,0,0,0,0,0,1,0,1,0,0,0,0,1,0
130046,2015,Nigeria,1,0,1,1,2,0,1,0,1,1,0,0,0,1
130048,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130049,2015,Nigeria,0,0,0,1,0,0,0,0,0,0,0,0,0,1
130050,2015,Nigeria,0,0,0,2,1,0,0,0,1,1,1,1,0,1
130051,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130052,2015,Nigeria,0,0,0,0,1,0,0,2,1,0,0,1,0,0
130053,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
130054,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130055,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130056,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130057,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
130059,2015,Nigeria,0,0,0,2,0,1,0,0,0,1,0,1,0,0
130060,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,1,0
130061,2015,Nigeria,1,0,0,1,1,0,1,0,0,0,0,2,1,0
130062,2015,Nigeria,0,0,0,0,2,0,1,0,0,0,0,2,0,2
130063,2015,Nigeria,0,0,0,1,0,1,0,0,0,1,1,1,1,0
130064,2015,Nigeria,0,0,1,1,1,1,1,0,1,2,0,1,0,1
130065,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130067,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
130068,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,1,0,0,1
130069,2015,Nigeria,0,1,0,0,0,0,0,0,1,0,2,0,0,1
130070,2015,Nigeria,0,0,0,0,0,1,0,1,0,0,0,0,1,0
130071,2015,Nigeria,0,0,0,0,1,1,0,1,3,0,0,1,0,0
130072,2015,Nigeria,1,0,0,0,1,0,0,1,1,0,0,1,0,0
130073,2015,Nigeria,0,1,0,0,1,0,0,2,1,0,0,2,0,0
130074,2015,Nigeria,1,0,0,0,0,1,0,0,0,0,0,1,0,0
130075,2015,Nigeria,0,2,0,0,0,1,0,0,0,1,0,0,1,0
130076,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
130077,2015,Nigeria,0,0,0,0,0,0,1,0,1,2,0,0,0,1
130078,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,3
130080,2015,Nigeria,0,2,1,0,0,1,0,1,1,2,1,0,2,0
140001,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140002,2015,Nigeria,0,0,0,0,0,0,0,0,1,1,0,0,0,1
140003,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,2,0,1
140004,2015,Nigeria,0,1,0,1,0,0,1,0,0,1,0,0,1,0
140005,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,1,0,1,1
140006,2015,Nigeria,0,0,0,2,0,0,0,0,0,0,0,0,0,1
140007,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
140008,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140009,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
140010,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140011,2015,Nigeria,0,0,1,0,0,0,0,0,0,0,1,1,1,0
140012,2015,Nigeria,0,0,0,2,2,0,1,0,0,1,0,1,1,0
140013,2015,Nigeria,0,0,1,0,0,0,1,0,1,0,0,1,0,1
140014,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,1,0,0
140015,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140016,2015,Nigeria,1,0,0,0,1,0,0,1,0,0,0,1,0,0
140017,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,1
140018,2015,Nigeria,1,2,0,0,0,1,0,0,0,1,0,0,1,1
140019,2015,Nigeria,0,0,0,0,0,1,1,0,0,0,1,0,0,1
140020,2015,Nigeria,0,1,1,0,0,0,2,2,0,0,0,0,1,1
140021,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140022,2015,Nigeria,0,0,0,0,0,1,0,1,0,0,0,0,1,0
140023,2015,Nigeria,1,1,0,1,0,1,0,1,1,0,0,1,1,0
140024,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,1,0
140025,2015,Nigeria,0,0,1,1,0,0,1,0,1,1,1,1,1,0
140026,2015,Nigeria,0,1,0,0,0,0,1,0,0,2,0,0,1,0
140027,2015,Nigeria,0,1,1,1,1,0,1,0,0,0,1,1,1,0
140030,2015,Nigeria,1,1,1,0,0,1,0,1,1,1,0,0,1,0
140031,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,1,0,1,0
140032,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,2,0,0
140033,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140034,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140035,2015,Nigeria,0,2,0,0,0,0,1,0,0,1,0,2,1,0
140036,2015,Nigeria,0,0,0,1,0,0,0,0,0,0,0,1,0,1
140037,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,1,0,1,0
140038,2015,Nigeria,0,1,0,0,1,0,1,0,1,0,0,0,1,0
140039,2015,Nigeria,0,0,0,1,1,0,0,0,0,0,0,0,0,1
140040,2015,Nigeria,0,0,0,1,1,1,0,0,0,0,0,1,1,0
140041,2015,Nigeria,0,0,0,0,1,0,0,1,0,0,0,2,0,1
140042,2015,Nigeria,1,1,0,0,0,1,0,0,0,0,0,0,1,0
140043,2015,Nigeria,0,0,1,2,3,0,1,0,0,1,0,0,1,0
140044,2015,Nigeria,0,0,1,1,1,0,1,0,0,0,0,0,0,1
140045,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140046,2015,Nigeria,0,2,0,0,0,0,0,0,1,0,0,0,1,0
140047,2015,Nigeria,0,1,1,0,1,0,1,0,0,1,0,1,0,0
140048,2015,Nigeria,0,1,1,0,1,0,1,0,0,0,1,1,1,0
140049,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,1,0
140050,2015,Nigeria,0,0,0,1,0,0,0,0,0,0,1,0,0,1
140051,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,1,1
140052,2015,Nigeria,0,0,3,0,0,0,0,0,0,1,0,0,1,0
140053,2015,Nigeria,0,2,0,0,0,1,0,0,1,0,1,0,1,0
140054,2015,Nigeria,0,0,0,1,0,0,1,0,0,0,0,0,0,1
140055,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140059,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140061,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140062,2015,Nigeria,0,2,0,0,0,0,1,0,0,0,1,0,1,1
140063,2015,Nigeria,0,0,1,0,0,0,0,0,0,0,1,0,1,0
140065,2015,Nigeria,0,0,2,1,0,0,1,0,0,0,1,0,1,0
140066,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140067,2015,Nigeria,0,0,0,0,1,0,0,0,0,1,0,0,1,0
140068,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140069,2015,Nigeria,1,0,1,0,0,0,1,0,2,1,0,0,1,0
140070,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140071,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140072,2015,Nigeria,1,0,0,0,1,0,1,0,0,2,0,2,1,0
140073,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,0,0,0,1
140074,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140075,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140076,2015,Nigeria,0,0,0,0,1,0,1,0,1,0,0,0,0,1
140077,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140078,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,1
140079,2015,Nigeria,1,1,0,0,0,0,1,1,1,1,0,0,1,0
140080,2015,Nigeria,0,0,2,0,1,0,1,0,0,1,1,0,1,0
140082,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140083,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140084,2015,Nigeria,1,2,0,0,0,1,0,0,1,0,0,0,1,0
140085,2015,Nigeria,1,0,0,0,0,0,0,0,1,0,0,0,1,1
140086,2015,Nigeria,0,0,0,1,0,0,0,0,0,0,0,0,0,1
140087,2015,Nigeria,1,0,0,0,0,0,1,0,1,0,0,0,1,0
140088,2015,Nigeria,0,0,1,0,0,1,0,1,1,0,0,1,0,0
140089,2015,Nigeria,0,0,0,0,0,0,0,0,1,1,1,0,1,0
140090,2015,Nigeria,1,0,0,0,0,0,1,1,1,1,0,1,2,1
140091,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140092,2015,Nigeria,0,0,1,0,0,1,0,0,0,0,0,1,1,0
140093,2015,Nigeria,0,0,1,0,1,0,1,0,0,0,0,0,1,0
140094,2015,Nigeria,0,0,0,0,0,1,0,0,1,0,0,0,0,1
140096,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,2,0
140097,2015,Nigeria,1,0,0,0,0,0,0,1,1,1,0,1,0,0
140098,2015,Nigeria,0,0,0,0,1,1,0,1,1,1,2,0,1,0
140099,2015,Nigeria,1,0,0,0,0,1,0,0,0,0,0,0,1,0
140100,2015,Nigeria,0,1,0,1,1,0,1,0,2,0,0,0,1,0
140101,2015,Nigeria,0,0,0,0,0,1,0,0,0,2,1,0,1,0
140102,2015,Nigeria,0,0,0,1,0,0,1,0,0,1,0,0,1,0
140103,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,3,0,1,0
140104,2015,Nigeria,0,1,1,2,0,0,1,0,1,0,0,0,1,0
140105,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140106,2015,Nigeria,0,0,1,0,0,0,0,0,0,0,0,0,1,0
140107,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140108,2015,Nigeria,0,0,1,2,1,0,1,0,0,0,0,2,0,1
140109,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,0,2,3,1
140110,2015,Nigeria,0,0,0,1,0,0,0,1,0,1,0,2,1,0
140112,2015,Nigeria,0,0,0,1,0,0,0,0,0,0,0,1,1,0
140113,2015,Nigeria,0,1,0,0,0,0,0,0,0,0,0,0,0,1
140114,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140115,2015,Nigeria,0,0,0,0,0,0,0,0,0,1,0,0,0,1
140116,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,1,0,0,1
140117,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,2,1
140118,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140119,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,2
140120,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140121,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,1,1,1
140122,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,0,0,0,1
140123,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140124,2015,Nigeria,1,1,0,0,0,1,0,1,1,0,0,0,1,0
140125,2015,Nigeria,0,0,0,1,0,0,1,0,0,0,0,0,1,0
140126,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,1
140127,2015,Nigeria,0,0,1,1,0,0,0,0,0,0,0,0,1,0
140128,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,1,0,0,1
140129,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,1,0,0
140130,2015,Nigeria,0,0,0,0,0,0,1,0,1,0,0,0,0,1
140131,2015,Nigeria,0,0,0,1,0,0,0,0,0,1,0,1,1,0
140132,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,2,1,0,1
140133,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140134,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,1,0,0,1
140135,2015,Nigeria,0,0,0,0,2,0,1,0,0,1,0,0,0,1
140136,2015,Nigeria,0,0,1,0,0,0,0,1,0,1,1,0,1,0
140139,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,1
140140,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,1
150001,2015,Nigeria,0,0,0,0,2,1,0,0,0,0,0,0,0,1
150002,2015,Nigeria,0,0,0,2,0,0,1,0,0,0,1,1,1,0
150003,2015,Nigeria,1,3,3,0,1,0,1,1,1,0,2,2,3,1
150004,2015,Nigeria,2,0,0,1,0,1,0,1,1,1,1,2,0,1
150005,2015,Nigeria,0,0,0,0,0,0,0,0,0,0,0,1,0,0
150006,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150007,2015,Nigeria,2,2,1,0,0,1,0,1,1,0,0,1,1,0
150008,2015,Nigeria,0,0,1,1,0,0,1,0,1,0,1,0,3,0
150010,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150011,2015,Nigeria,0,1,0,0,0,0,1,0,1,1,3,1,1,0
150012,2015,Nigeria,2,0,1,0,0,0,1,0,0,0,0,0,1,0
150013,2015,Nigeria,0,0,0,0,1,0,1,0,0,0,1,0,0,1
150014,2015,Nigeria,0,1,1,0,1,1,0,1,0,1,1,0,1,0
150015,2015,Nigeria,0,1,0,1,0,1,0,1,0,1,1,1,0,0
150016,2015,Nigeria,0,1,1,0,1,0,1,0,0,0,2,1,1,0
150017,2015,Nigeria,0,0,0,1,1,0,1,1,1,1,0,0,1,0
150018,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150019,2015,Nigeria,1,0,0,0,0,1,0,0,1,0,0,0,1,0
150020,2015,Nigeria,0,0,1,1,1,1,0,0,0,1,0,0,1,0
150021,2015,Nigeria,0,1,2,0,0,0,1,0,2,1,0,1,1,0
150022,2015,Nigeria,0,1,1,1,0,1,0,1,1,0,0,0,1,0
150023,2015,Nigeria,0,1,1,2,1,0,1,0,0,2,0,0,2,0
150024,2015,Nigeria,1,1,0,0,0,1,0,0,0,2,0,0,1,0
150025,2015,Nigeria,0,0,0,0,0,1,0,1,1,0,0,1,0,0
150026,2015,Nigeria,0,0,0,0,2,0,1,0,0,0,0,0,0,1
150027,2015,Nigeria,2,1,1,0,0,1,0,0,1,0,0,0,1,0
150028,2015,Nigeria,0,1,2,1,1,1,0,0,2,0,1,1,1,0
150029,2015,Nigeria,0,1,0,1,0,1,0,0,0,2,0,1,1,0
150030,2015,Nigeria,0,0,0,3,1,0,1,0,0,1,0,0,0,2
150031,2015,Nigeria,1,0,0,0,0,1,0,0,0,0,0,1,0,0
150032,2015,Nigeria,3,0,3,0,0,1,0,0,0,0,0,0,2,0
150033,2015,Nigeria,3,0,0,0,0,1,0,1,1,2,0,1,1,0
150034,2015,Nigeria,1,0,1,1,1,1,0,1,0,0,1,0,1,0
150035,2015,Nigeria,1,2,0,1,0,1,0,0,0,2,0,1,1,0
150036,2015,Nigeria,1,0,0,0,0,1,0,1,0,0,0,1,0,0
150037,2015,Nigeria,1,0,0,2,1,0,1,0,2,1,0,1,2,0
150038,2015,Nigeria,0,1,1,1,1,0,1,0,0,0,1,0,0,2
150039,2015,Nigeria,3,0,0,1,0,1,0,0,2,2,0,1,0,0
150040,2015,Nigeria,0,0,1,0,0,1,0,0,2,1,0,1,0,0
150041,2015,Nigeria,0,0,1,0,0,1,0,1,3,1,0,2,0,0
150042,2015,Nigeria,0,2,1,0,0,1,0,0,1,1,0,2,0,0
150043,2015,Nigeria,1,2,1,0,0,1,1,0,1,0,0,1,1,0
150044,2015,Nigeria,2,0,0,0,0,1,0,0,2,1,0,1,0,0
150045,2015,Nigeria,0,1,0,0,0,1,0,1,1,2,0,1,1,0
150046,2015,Nigeria,1,1,1,1,0,1,0,0,0,0,0,1,0,0
150047,2015,Nigeria,0,1,1,0,0,1,0,2,1,0,1,1,1,0
150048,2015,Nigeria,2,0,0,0,0,1,0,0,0,2,0,0,1,0
150049,2015,Nigeria,0,0,2,0,1,1,0,0,1,0,1,2,1,0
150050,2015,Nigeria,0,1,2,1,0,0,1,0,0,0,0,0,1,0
150051,2015,Nigeria,0,1,0,0,1,0,1,1,0,1,2,1,1,0
150052,2015,Nigeria,0,1,0,1,0,1,0,0,0,1,0,0,1,0
150053,2015,Nigeria,0,0,1,1,0,0,0,0,0,0,1,0,1,1
150054,2015,Nigeria,0,0,1,1,0,1,0,2,0,1,1,1,0,0
150055,2015,Nigeria,0,1,2,0,1,1,0,0,1,0,0,1,1,0
150056,2015,Nigeria,0,1,0,1,0,1,0,0,0,2,0,0,1,0
150057,2015,Nigeria,0,0,0,1,2,0,1,0,0,2,0,0,1,0
150058,2015,Nigeria,0,1,0,1,2,0,1,0,0,0,0,1,1,0
150059,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150060,2015,Nigeria,0,0,0,0,0,0,1,0,0,0,1,0,0,0
150061,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,0,0,0,0
150062,2015,Nigeria,2,1,0,1,1,1,0,0,3,1,0,1,0,0
150063,2015,Nigeria,1,1,0,0,0,1,0,0,0,1,0,1,0,0
150064,2015,Nigeria,0,0,0,0,2,0,1,0,0,0,1,1,0,3
150065,2015,Nigeria,0,1,0,1,1,2,0,1,0,0,0,1,1,0
150066,2015,Nigeria,0,0,0,2,1,0,1,0,0,0,0,0,1,0
150067,2015,Nigeria,0,0,0,0,0,1,0,1,0,0,0,1,0,0
150068,2015,Nigeria,0,0,0,2,0,0,1,1,1,1,0,0,1,0
150069,2015,Nigeria,0,1,1,0,0,1,0,0,0,1,0,1,1,0
150070,2015,Nigeria,0,0,0,0,0,1,0,0,0,0,0,0,0,0
150071,2015,Nigeria,0,1,0,0,0,1,0,0,0,1,1,0,1,0
150072,2015,Nigeria,0,1,2,0,0,0,1,0,0,1,1,4,2,0
150073,2015,Nigeria,0,1,0,0,0,1,0,0,2,0,1,0,1,0
150075,2015,Nigeria,0,0,0,0,1,0,0,0,0,0,2,0,1,0
150076,2015,Nigeria,0,1,0,0,0,1,0,1,0,0,0,0,1,0
